MFG,Class,Description,Material,Material Brand,Product Name,Style,Filter,Coating,Coating Brand,GMN_OPC,Left OPC,Diameter,Sph/Base,Cyl/Add,Frnt Rad,Bck Rad,C Thk,E Thk,LRP In,LRP Down,d Index,N Ref,e Index,Abbe,Density,PRP Out,PRP Up,Seg Wd,Seg Thk,Int Ht,Slab,Car Rad,Bwl Diam,Ver Diam,Dia Diam,Seg Sep,Up Add,Special,Cat Code,Filter Brand,DRP In,DRP Up,NRP In,NRP Up,Hor Diam,Nom Diam,Obj Clear,Obj Rad
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038790,7900038790,65,2.50,0.00,143.240,500.000,3.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038964,7900038964,65,2.75,-2.00,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038956,7900038956,65,2.75,-1.75,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038949,7900038949,65,2.75,-1.50,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038931,7900038931,65,2.75,-1.25,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038923,7900038923,65,2.75,-1.00,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038915,7900038915,65,2.75,-0.75,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038907,7900038907,65,2.75,-0.50,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038899,7900038899,65,2.75,-0.25,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038881,7900038881,65,2.75,0.00,134.180,500.000,3.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039053,7900039053,65,3.00,-2.00,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039046,7900039046,65,3.00,-1.75,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039038,7900039038,65,3.00,-1.50,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039020,7900039020,65,3.00,-1.25,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039012,7900039012,65,3.00,-1.00,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039004,7900039004,65,3.00,-0.75,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038998,7900038998,65,3.00,-0.50,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038980,7900038980,65,3.00,-0.25,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900038972,7900038972,65,3.00,0.00,125.890,500.000,3.9,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039145,7900039145,65,3.25,-2.00,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039137,7900039137,65,3.25,-1.75,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039129,7900039129,65,3.25,-1.50,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039111,7900039111,65,3.25,-1.25,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039103,7900039103,65,3.25,-1.00,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039095,7900039095,65,3.25,-0.75,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039087,7900039087,65,3.25,-0.50,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039079,7900039079,65,3.25,-0.25,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039061,7900039061,65,3.25,0.00,125.890,670.890,4.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039236,7900039236,65,3.50,-2.00,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039228,7900039228,65,3.50,-1.75,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039210,7900039210,65,3.50,-1.50,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039202,7900039202,65,3.50,-1.25,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039194,7900039194,65,3.50,-1.00,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039186,7900039186,65,3.50,-0.75,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039178,7900039178,65,3.50,-0.50,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039160,7900039160,65,3.50,-0.25,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039152,7900039152,65,3.50,0.00,118.830,670.890,4.3,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039327,7900039327,65,3.75,-2.00,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039319,7900039319,65,3.75,-1.75,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039301,7900039301,65,3.75,-1.50,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039293,7900039293,65,3.75,-1.25,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039285,7900039285,65,3.75,-1.00,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039277,7900039277,65,3.75,-0.75,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039269,7900039269,65,3.75,-0.50,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039251,7900039251,65,3.75,-0.25,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039244,7900039244,65,3.75,0.00,112.290,670.890,4.6,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039418,7900039418,65,4.00,-2.00,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039400,7900039400,65,4.00,-1.75,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039392,7900039392,65,4.00,-1.50,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039384,7900039384,65,4.00,-1.25,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039376,7900039376,65,4.00,-1.00,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039368,7900039368,65,4.00,-0.75,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039350,7900039350,65,4.00,-0.50,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039343,7900039343,65,4.00,-0.25,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039335,7900039335,65,4.00,0.00,106.640,670.890,4.8,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039509,7900039509,65,4.25,-2.00,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039491,7900039491,65,4.25,-1.75,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039483,7900039483,65,4.25,-1.50,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039475,7900039475,65,4.25,-1.25,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039467,7900039467,65,4.25,-1.00,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039459,7900039459,65,4.25,-0.75,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039442,7900039442,65,4.25,-0.50,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039434,7900039434,65,4.25,-0.25,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039426,7900039426,65,4.25,0.00,106.640,1019.230,5.0,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039590,7900039590,65,4.50,-2.00,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039582,7900039582,65,4.50,-1.75,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039574,7900039574,65,4.50,-1.50,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039566,7900039566,65,4.50,-1.25,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039558,7900039558,65,4.50,-1.00,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039541,7900039541,65,4.50,-0.75,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039533,7900039533,65,4.50,-0.50,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039525,7900039525,65,4.50,-0.25,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039517,7900039517,65,4.50,0.00,101.530,1019.230,5.2,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039681,7900039681,65,4.75,-2.00,97.070,1019.230,5.5,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039673,7900039673,65,4.75,-1.75,97.070,1019.230,5.5,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039665,7900039665,65,4.75,-1.50,97.070,1019.230,5.5,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
ZSS,FIN,ZEISS CLEARVIEW 1.50 UV PROTECT HA,PL,ADC,ZEISS CLEARVW SV,SV,UVRI,UC,,7900039657,7900039657,65,4.75,-1.25,97.070,1019.230,5.5,1.1,0.0,0.0,1.499,ND,1.501,58,1.32,0.0,0.0,,,,,,,65,,,,NTN,M54,UV PROTECT,,,,,65,65,,
